Time, Nose_X, Nose_Y, Nose_Z
18.60141,0.3797163,-0.4741096,1.421163
18.63199,0.374343,-0.4752145,1.418752
18.66506,0.3688431,-0.4755547,1.416854
18.69833,0.3661618,-0.4750297,1.416461
18.74112,0.3640443,-0.4744095,1.416847
18.76039,0.3608006,-0.4738078,1.417098
18.79517,0.3580789,-0.4737817,1.416815
18.82638,0.3552321,-0.4741773,1.416276
18.86209,0.3503294,-0.4754187,1.414415
18.89906,0.3451248,-0.4768795,1.413455
18.92785,0.3392622,-0.4782856,1.412394
18.96461,0.332825,-0.4795988,1.411105
18.99188,0.3289821,-0.4784117,1.412136
19.02887,0.3272232,-0.4770295,1.413687
19.06634,0.3271355,-0.475549,1.415001
19.09498,0.3275251,-0.473402,1.416992
19.13222,0.3281756,-0.4727092,1.418617
19.16409,0.3304376,-0.4716907,1.419605
19.20087,0.3333853,-0.4709151,1.421044
19.23401,0.3386177,-0.4697675,1.423136
19.26575,0.3453889,-0.4682386,1.42549
19.29973,0.3537271,-0.4665431,1.428864
19.33069,0.3613969,-0.4647714,1.432714
19.36525,0.3693419,-0.4644043,1.437037
19.40137,0.3764043,-0.4646805,1.440997
19.4294,0.3814214,-0.4649282,1.444528
19.46621,0.3857185,-0.465613,1.447768
19.49885,0.3877547,-0.4660345,1.449449
19.53439,0.3893213,-0.466105,1.451262
19.56777,0.390824,-0.4665433,1.452835
19.60051,0.3926525,-0.4664652,1.454361
19.63378,0.3946157,-0.4659005,1.45638
19.6654,0.3963113,-0.4653921,1.457937
19.69747,0.3980016,-0.4639274,1.46006
19.73384,0.3995109,-0.4624976,1.462877
19.76135,0.4012032,-0.4612214,1.466209
19.79255,0.4026768,-0.4604438,1.469234
19.82531,0.4036801,-0.4607283,1.472094
19.86273,0.4049229,-0.4608425,1.47678
19.90002,0.4062283,-0.4609726,1.479769
19.93526,0.4071586,-0.4614084,1.483023
19.96845,0.4082395,-0.4618613,1.486809
20.00019,0.4082184,-0.4626872,1.487877
20.03476,0.4074136,-0.4640658,1.489809
20.07142,0.4065185,-0.4651652,1.491928
20.10197,0.4050496,-0.4670931,1.492274
20.13416,0.4040136,-0.4687088,1.493439
20.16954,0.4034771,-0.4704892,1.495146
20.19666,0.4035989,-0.4720736,1.497509
20.233,0.4040735,-0.4726776,1.500638
20.26977,0.4049598,-0.473444,1.503583
20.30245,0.4057604,-0.4738549,1.505565
20.33454,0.4067392,-0.4740726,1.507396
20.367,0.4075655,-0.4740604,1.508745
20.40422,0.4085092,-0.4746035,1.509579
20.43289,0.4093089,-0.4751031,1.511085
20.46975,0.4094803,-0.4757076,1.511341
20.50203,0.4073262,-0.4750724,1.513269
20.53446,0.4021439,-0.4723397,1.516356
20.56793,0.3972365,-0.4698982,1.519001
20.60231,0.3938849,-0.4685898,1.520906
20.63417,0.3931738,-0.4689296,1.521192
20.67096,0.3959296,-0.4711087,1.516932
20.70271,0.3979498,-0.4730458,1.511654
20.73504,0.3979811,-0.473429,1.5071
20.76754,0.3973664,-0.4733834,1.502892
20.80153,0.3960816,-0.4730379,1.501205
20.83519,0.3950973,-0.4723687,1.500464
20.87832,0.3950609,-0.472012,1.500242
20.90559,0.3954499,-0.4715284,1.498998
20.93461,0.3966575,-0.477677,1.498663
20.9689,0.3903625,-0.4805032,1.482468
21.0055,0.3802178,-0.4728363,1.4655
21.03444,0.3802257,-0.4738702,1.465659
21.06681,0.3797106,-0.4677845,1.465445
21.10352,0.3868872,-0.4652463,1.481121
21.13561,0.3977826,-0.4735828,1.496811
21.16684,0.3986339,-0.4735334,1.496151
21.20257,0.3982665,-0.4736649,1.49397
21.23428,0.397913,-0.473792,1.491771
21.27051,0.3973162,-0.4736405,1.489948
21.30342,0.3967202,-0.4734892,1.488123
21.33944,0.3967775,-0.4735883,1.487986
21.37534,0.3968304,-0.4736784,1.487871
21.40666,0.3969917,-0.4736177,1.48771
21.43823,0.3977231,-0.4722186,1.4857
21.4778,0.3988788,-0.4706027,1.483711
21.50982,0.4009631,-0.4689194,1.482243
21.54298,0.4043726,-0.4677307,1.482046
21.57918,0.4077927,-0.4679797,1.483607
21.61122,0.4112563,-0.4683687,1.485194
21.6451,0.4146874,-0.469005,1.487013
21.67835,0.4170654,-0.4689109,1.488128
21.71781,0.4199294,-0.4687815,1.491098
21.74867,0.4221883,-0.4682435,1.494008
21.78358,0.412078,-0.460592,1.480247
21.81466,0.4124902,-0.4622479,1.476456
21.84554,0.4143707,-0.4633396,1.473734
21.87815,0.4155149,-0.4647406,1.471469
21.91063,0.4282265,-0.4730694,1.484631
21.94374,0.430079,-0.4721755,1.487085
21.98317,0.4299641,-0.4712253,1.486697
22.01393,0.430659,-0.4709145,1.486029
22.05076,0.4305837,-0.4704645,1.485029
22.07977,0.4300577,-0.4701084,1.484502
22.11655,0.4288268,-0.4703592,1.484025
22.14651,0.4274844,-0.4702043,1.483575
22.18431,0.4257558,-0.4689677,1.48415
22.21559,0.4241732,-0.4679454,1.48471
22.25128,0.4224319,-0.466975,1.485426
22.28345,0.4205107,-0.465875,1.485886
22.31911,0.4195879,-0.4663036,1.485919
22.352,0.4185763,-0.4663838,1.485874
22.38784,0.4177521,-0.4664005,1.485706
22.42125,0.417316,-0.4667084,1.48601
22.45245,0.416717,-0.4666213,1.486662
22.49174,0.4163423,-0.4668014,1.4874
22.52316,0.4156041,-0.4666968,1.488102
22.55988,0.4147943,-0.46638,1.48849
22.59148,0.4139717,-0.466073,1.488545
22.62365,0.4126745,-0.4656034,1.488473
22.65607,0.4115563,-0.4657439,1.488111
22.69102,0.410845,-0.4654061,1.487824
22.72743,0.410102,-0.4656465,1.48791
22.7602,0.4094225,-0.4660355,1.487543
22.79361,0.4090126,-0.4661886,1.487327
22.82673,0.4083446,-0.4671736,1.487211
22.863,0.4079022,-0.4677061,1.486944
22.9052,0.4071652,-0.4677302,1.486751
22.92875,0.405402,-0.4678061,1.486298
22.9592,0.4030723,-0.4676433,1.485276
22.99756,0.4005002,-0.467564,1.484244
23.0292,0.3986963,-0.4679991,1.483592
23.06507,0.3979393,-0.468255,1.483302
23.09721,0.3954024,-0.4686151,1.48319
23.13076,0.3924388,-0.4692899,1.482827
23.1622,0.389158,-0.4699053,1.482572
23.19677,0.3858382,-0.4706752,1.482274
23.22911,0.3843161,-0.4717937,1.482165
23.26004,0.3830619,-0.472847,1.483523
23.29649,0.3812066,-0.4739927,1.484237
23.33195,0.3784409,-0.4751024,1.486002
23.3658,0.3750131,-0.4764328,1.488164
23.40193,0.3710825,-0.4770442,1.48944
23.43512,0.3635705,-0.47866,1.487728
23.46714,0.3622081,-0.4788211,1.489486
23.50297,0.3561475,-0.4755197,1.480196
23.53825,0.357353,-0.4804478,1.477699
23.56954,0.3648675,-0.4883298,1.485616
23.60176,0.3645209,-0.4976397,1.485766
23.63859,0.3700479,-0.5105349,1.497857
23.67419,0.3663078,-0.5116419,1.505029
23.70642,0.3641936,-0.5127879,1.502089
23.73864,0.3645073,-0.5131449,1.501154
23.76963,0.3631583,-0.5037776,1.492635
23.8035,0.3594306,-0.500114,1.481253
23.83579,0.3513787,-0.4929903,1.467875
23.87217,0.3473767,-0.4847443,1.460973
23.90419,0.34522,-0.4852956,1.459757
23.93192,0.3485662,-0.4844479,1.45775
23.96688,0.353304,-0.4838065,1.461256
23.99823,0.3549873,-0.4847284,1.459097
24.03392,0.3569888,-0.4854136,1.456899
24.06973,0.3594608,-0.4855682,1.455678
24.10116,0.3616732,-0.484027,1.453926
24.13287,0.3640481,-0.4826151,1.452843
24.16474,0.3657863,-0.4811206,1.452224
24.19723,0.3666291,-0.4797255,1.451787
24.23751,0.3671713,-0.4793433,1.451225
24.2689,0.3665667,-0.4790909,1.450116
24.30637,0.36659,-0.4794206,1.449393
24.34076,0.3668122,-0.479914,1.449121
24.3736,0.3670827,-0.4801506,1.4493
24.40622,0.3674809,-0.4802993,1.450509
24.43934,0.3672996,-0.4804125,1.451945
24.46807,0.3671373,-0.4806992,1.453472
24.50415,0.3676849,-0.4811209,1.455806
24.53293,0.3688059,-0.4818475,1.457743
24.5687,0.3708256,-0.4828415,1.459674
24.60263,0.3726922,-0.4837386,1.461246
24.63412,0.374957,-0.4844452,1.463231
24.66947,0.3777116,-0.4847928,1.465469
24.70038,0.3808861,-0.484683,1.467279
24.73636,0.3851598,-0.4834968,1.46955
24.76955,0.3891494,-0.4825047,1.470667
24.80172,0.3933287,-0.4807904,1.472476
24.83453,0.3974522,-0.4780537,1.476332
24.87064,0.4016258,-0.4771677,1.479583
24.90259,0.4065062,-0.4765383,1.483754
24.93627,0.4121906,-0.4769514,1.487448
24.9682,0.4181789,-0.4778191,1.489635
25.00316,0.4239941,-0.4770351,1.493157
25.03204,0.429377,-0.4763172,1.496237
25.0636,0.4336286,-0.475383,1.498945
25.09865,0.4371876,-0.4747032,1.501985
25.1307,0.440318,-0.4749566,1.503944
25.16734,0.4426603,-0.4740902,1.505168
25.20167,0.4450273,-0.4743105,1.505679
25.23398,0.4473922,-0.4756282,1.504988
25.2657,0.4494345,-0.4768105,1.504359
25.29856,0.4507343,-0.4787064,1.50411
25.33288,0.4517468,-0.4801695,1.503988
25.36786,0.4516206,-0.4804715,1.50411
25.40072,0.4532337,-0.4786048,1.50236
25.43556,0.4554924,-0.4768589,1.500273
25.46859,0.4570313,-0.4740077,1.497611
25.50468,0.4591359,-0.4696909,1.494143
25.53716,0.4593866,-0.4670399,1.491977
25.56549,0.4587508,-0.464379,1.490195
25.60216,0.4567588,-0.462352,1.486436
25.63551,0.4533617,-0.4618885,1.483187
25.66616,0.4487084,-0.4615845,1.479339
25.70253,0.4445374,-0.4615007,1.475138
25.73324,0.4401643,-0.4614111,1.472623
25.76621,0.435736,-0.4611438,1.470043
25.79729,0.4313104,-0.4611964,1.467913
25.835,0.425847,-0.4611694,1.465225
25.86853,0.4204178,-0.4611583,1.462402
25.90062,0.4153496,-0.4624394,1.459589
25.92925,0.4105386,-0.4637674,1.457418
25.97086,0.4065703,-0.4653013,1.456179
25.99879,0.4033331,-0.4668608,1.455154
26.03172,0.3997311,-0.4682433,1.453402
26.0675,0.3962525,-0.4695154,1.451014
26.09846,0.392465,-0.4709095,1.447696
26.13473,0.3888704,-0.4720309,1.444865
26.16717,0.3857985,-0.4724534,1.443148
26.19897,0.3826668,-0.4728279,1.441809
26.23623,0.3797618,-0.472483,1.441404
26.27304,0.3768799,-0.4719815,1.442529
26.30436,0.3742163,-0.4724067,1.443921
26.3388,0.3711228,-0.4725251,1.446594
26.3714,0.3675289,-0.4734768,1.44809
26.40499,0.363872,-0.475114,1.448626
26.44078,0.3599422,-0.4764529,1.448671
26.47281,0.3569128,-0.4785854,1.447186
26.50132,0.3533572,-0.4809811,1.445935
26.53538,0.3503415,-0.4827101,1.444301
26.56842,0.3479846,-0.4835175,1.442667
26.60155,0.3459724,-0.4831299,1.441706
26.63884,0.3455063,-0.4818731,1.440849
26.67053,0.3445054,-0.4808939,1.43888
26.70282,0.3435512,-0.4799625,1.437012
26.73958,0.3428037,-0.4794165,1.434912
26.77053,0.3421241,-0.4781304,1.433848
26.80294,0.3419022,-0.4771792,1.433148
26.83796,0.3417067,-0.4765131,1.432492
26.8699,0.3415838,-0.4762103,1.431834
26.90276,0.3414831,-0.4767664,1.430726
26.93803,0.3421265,-0.477155,1.430432
26.96973,0.3426612,-0.4775559,1.42875
27.00594,0.341947,-0.4773468,1.427928
27.03784,0.3418519,-0.4773096,1.426593
27.07455,0.3411767,-0.476908,1.425791
27.10723,0.3405885,-0.4764666,1.426444
27.13956,0.3416419,-0.4766977,1.426181
27.17285,0.3419555,-0.4767936,1.426364
27.20987,0.3435116,-0.4761202,1.425748
27.24664,0.3453649,-0.4750949,1.425943
27.27481,0.3468305,-0.4735219,1.427395
27.30722,0.3486389,-0.4717947,1.42924
27.34382,0.3493291,-0.470528,1.432435
27.3769,0.3499389,-0.4699256,1.434869
27.40984,0.3505855,-0.4700917,1.43632
27.44145,0.3507614,-0.4706029,1.436968
27.47589,0.351159,-0.4716829,1.437262
27.5101,0.3510872,-0.4719874,1.437389
27.54266,0.3504857,-0.4723624,1.437291
27.57475,0.3503606,-0.4722766,1.438183
27.60561,0.3499147,-0.4716493,1.438668
27.64164,0.3495287,-0.471667,1.438953
27.68248,0.3494177,-0.4713792,1.439351
27.71321,0.3490008,-0.4708157,1.439536
27.74553,0.3483865,-0.4706306,1.439077
27.7786,0.3474474,-0.4695747,1.438863
27.81498,0.3465968,-0.4685672,1.437731
27.85161,0.3456803,-0.4679498,1.436201
27.88772,0.3447356,-0.4677453,1.434337
27.92303,0.3441544,-0.4686522,1.432145
27.95574,0.342932,-0.4698389,1.430434
27.99127,0.3416961,-0.4713264,1.428442
28.02349,0.3410739,-0.4724234,1.427072
28.05737,0.3408185,-0.4734977,1.425929
28.09699,0.3410832,-0.473827,1.425017
28.13317,0.3409227,-0.4740433,1.424172
28.1666,0.3409119,-0.4742333,1.423645
28.20274,0.3407173,-0.473933,1.423277
28.2343,0.3408282,-0.4737267,1.423102
28.27094,0.3416556,-0.4728855,1.423249
28.30219,0.3422018,-0.4722205,1.423635
28.33631,0.3425698,-0.471332,1.423617
28.37381,0.3428397,-0.47102,1.423155
28.40851,0.3427344,-0.4709277,1.422593
28.44334,0.3426326,-0.4706178,1.421749
28.47598,0.3425639,-0.4703692,1.421115
28.50702,0.3424532,-0.4697777,1.420923
28.54278,0.3434235,-0.4688812,1.421502
28.57542,0.3441752,-0.4677904,1.422049
28.60766,0.3445739,-0.4673971,1.422109
28.6448,0.3449736,-0.4669729,1.422124
28.68133,0.3447371,-0.46688,1.422079
28.7176,0.3446071,-0.4671087,1.422085
28.75395,0.3455432,-0.4681524,1.421911
28.78699,0.3466653,-0.4692934,1.422013
28.82379,0.3471573,-0.4695641,1.422256
28.85563,0.3475251,-0.4703527,1.422793
28.89225,0.3473639,-0.4696428,1.424081
28.92945,0.3467053,-0.4692023,1.425645
28.96253,0.3466903,-0.4699843,1.426702
28.9934,0.3456444,-0.4701615,1.4282
29.02974,0.3445806,-0.471099,1.429939
29.06944,0.3441013,-0.4715731,1.431702
29.1011,0.3430145,-0.4721812,1.432987
29.13561,0.3433402,-0.4737373,1.433298
29.1678,0.3430073,-0.4752291,1.433609
29.2042,0.3423546,-0.4771315,1.433574
29.2398,0.3418188,-0.4785913,1.433657
29.2711,0.3416011,-0.4791386,1.435151
29.30401,0.3422175,-0.4793433,1.436465
29.33537,0.3425279,-0.4790232,1.437709
29.37317,0.340531,-0.4780423,1.439912
29.41226,0.3387329,-0.477537,1.440871
29.43576,0.3377112,-0.4774388,1.441288
29.46571,0.3361631,-0.4773231,1.441085
29.50081,0.3364197,-0.4788995,1.438725
29.53559,0.3365446,-0.4785591,1.436272
29.56742,0.3356037,-0.4772965,1.43417
29.59895,0.3346657,-0.4771777,1.431947
29.63302,0.3330614,-0.4759308,1.430885
29.67083,0.3304033,-0.4763136,1.429374
29.70653,0.3289684,-0.4764713,1.427926
29.73889,0.3282997,-0.475624,1.426929
29.77405,0.3289835,-0.4748702,1.425594
29.80593,0.3303999,-0.4741448,1.424529
29.83832,0.3308668,-0.4741668,1.423428
29.87433,0.331368,-0.4740745,1.422511
29.90652,0.3318245,-0.4741925,1.422001
29.94256,0.3316739,-0.4738154,1.421246
29.97475,0.3314188,-0.4724708,1.421655
30.01119,0.3310515,-0.4719559,1.421814
30.0442,0.3305697,-0.4704759,1.422081
30.07257,0.3302537,-0.4703066,1.422609
30.10747,0.3298377,-0.4709829,1.422153
30.13877,0.3295944,-0.4710689,1.421925
30.17914,0.3294504,-0.4720851,1.421548
30.20917,0.3289291,-0.4723472,1.420863
30.24521,0.3284027,-0.4726068,1.42022
30.28287,0.3280281,-0.4725291,1.419235
30.31682,0.3276958,-0.4724974,1.41831
30.34847,0.3278534,-0.4722067,1.418004
30.38434,0.3283463,-0.4716738,1.417999
30.42119,0.3286062,-0.4705521,1.419508
30.45752,0.3288587,-0.4702198,1.420414
30.49264,0.328748,-0.4700221,1.421286
30.52907,0.3280931,-0.4702502,1.421941
30.56418,0.3262361,-0.4717992,1.421526
30.6007,0.3243117,-0.4725684,1.421883
30.63956,0.322591,-0.4730881,1.422551
30.67555,0.3205872,-0.4730271,1.424384
30.70796,0.3189541,-0.472393,1.425504
30.73921,0.3173985,-0.4719468,1.425702
30.77575,0.3160636,-0.4716509,1.425472
30.80764,0.3149026,-0.4728087,1.423669
30.84016,0.314045,-0.4743949,1.42126
30.87529,0.3136392,-0.4756757,1.419558
30.90807,0.3135426,-0.4769527,1.418431
30.93981,0.314344,-0.4771627,1.418199
30.97242,0.318067,-0.4771737,1.420262
31.00328,0.3221123,-0.4773246,1.423045
31.03747,0.3252821,-0.4765042,1.426357
31.06947,0.328998,-0.4767023,1.427619
31.10546,0.3306159,-0.4774185,1.427605
31.13994,0.3316976,-0.4769087,1.428281
31.17421,0.3341087,-0.4769852,1.42866
31.20561,0.3361987,-0.4766135,1.430466
31.24095,0.3385432,-0.4750091,1.433108
31.27229,0.341866,-0.4745772,1.43564
31.30533,0.3454941,-0.4742914,1.438396
31.34187,0.3492346,-0.4730952,1.441732
31.37788,0.3529926,-0.4727287,1.444292
31.40934,0.3557461,-0.472112,1.446226
31.44674,0.358539,-0.4716379,1.448258
31.47399,0.3611334,-0.4714007,1.450548
31.51437,0.3632365,-0.4707468,1.453264
31.54725,0.3650662,-0.4700993,1.455441
31.58228,0.3657367,-0.4695221,1.456687
31.62128,0.3655572,-0.468917,1.456952
31.65218,0.3655179,-0.4687395,1.456838
31.68781,0.3657987,-0.4691502,1.456619
31.72385,0.3662258,-0.4697221,1.456507
31.76057,0.3674003,-0.470982,1.456553
31.79515,0.3690153,-0.4718587,1.456032
31.83125,0.370908,-0.4716526,1.45615
31.8632,0.3736254,-0.4716719,1.456283
31.89831,0.3757885,-0.4711465,1.456334
31.93498,0.3770699,-0.4710896,1.456843
31.96643,0.3767965,-0.4712159,1.455752
32.00666,0.3750583,-0.4709204,1.454216
32.03918,0.3728372,-0.4704734,1.452916
32.07284,0.3702994,-0.4694466,1.451707
32.10811,0.3686391,-0.4688964,1.451373
32.14258,0.367178,-0.4681335,1.451356
32.17934,0.3658115,-0.4672619,1.450821
32.21221,0.3652129,-0.4665441,1.450614
32.24759,0.3650611,-0.465657,1.449995
32.28386,0.3653864,-0.4645435,1.448869
32.32204,0.3666028,-0.4636076,1.448185
32.35749,0.3690125,-0.4627575,1.447566
32.38884,0.3716913,-0.4625479,1.448613
32.42525,0.3753929,-0.4635631,1.448101
32.45622,0.3780052,-0.4632095,1.447959
32.4927,0.3793748,-0.4625927,1.447372
32.52455,0.3803895,-0.4612162,1.445236
32.55968,0.379776,-0.4591646,1.444724
32.59314,0.3799457,-0.4585554,1.443273
32.62886,0.3796825,-0.4581502,1.442088
32.66166,0.3791048,-0.4580553,1.441294
32.69449,0.3791769,-0.4579685,1.440663
32.72775,0.3791984,-0.4578909,1.440546
32.76441,0.3791291,-0.4577926,1.44031
32.79735,0.379206,-0.4577331,1.439766
32.82951,0.37872,-0.4575284,1.438941
32.86618,0.37837,-0.4572902,1.438688
32.9001,0.3785031,-0.457141,1.438422
32.93433,0.3784386,-0.4569668,1.43842
32.96725,0.3784861,-0.4569119,1.438956
33.00491,0.3780822,-0.4568521,1.438892
33.03578,0.3774022,-0.4569106,1.43885
33.07166,0.3768178,-0.4570316,1.438858
33.1031,0.3759435,-0.4574992,1.439291
33.13842,0.3750928,-0.4581509,1.439835
33.1701,0.3742657,-0.4590062,1.440528
33.20757,0.3733603,-0.4599997,1.441025
33.24017,0.3727864,-0.4607258,1.440965
33.27766,0.3721989,-0.4613202,1.440789
33.30667,0.3714841,-0.4618158,1.440485
33.34044,0.3708445,-0.4621796,1.4403
33.37212,0.3702694,-0.4624872,1.440066
33.40817,0.3693242,-0.4632709,1.439661
33.44075,0.368005,-0.4639143,1.43869
33.47304,0.3665867,-0.4647619,1.437485
33.50572,0.3652754,-0.4655242,1.436436
33.54052,0.3644231,-0.4657945,1.435587
33.57271,0.3638847,-0.4661993,1.43511
33.60425,0.3635148,-0.4663555,1.4349
33.63622,0.3630887,-0.4669473,1.434968
33.67592,0.3626621,-0.4675285,1.43502
33.70316,0.3626833,-0.4681927,1.435002
33.73832,0.3626346,-0.4688829,1.434903
33.77385,0.3626401,-0.4691701,1.434471
33.80141,0.3626536,-0.4694696,1.434079
33.83807,0.3624624,-0.4697973,1.433958
33.87136,0.3622688,-0.4701114,1.433803
33.90858,0.3622802,-0.4704531,1.433169
33.94096,0.3622885,-0.4707932,1.432526
33.97607,0.362444,-0.4708369,1.431826
34.00878,0.3627582,-0.4712962,1.430781
34.03928,0.3627099,-0.4716316,1.429802
34.07605,0.362562,-0.4713664,1.428394
34.11053,0.3625436,-0.4711359,1.426749
34.14229,0.3625378,-0.4702864,1.425259
34.1737,0.3622785,-0.4697093,1.423315
34.21283,0.3617254,-0.4696336,1.421587
34.24338,0.3613242,-0.469346,1.419426
34.275,0.3617665,-0.4699469,1.416688
34.30706,0.3624279,-0.469484,1.414346
34.33808,0.3630588,-0.4683749,1.411239
34.37318,0.3628635,-0.4671372,1.407429
34.40851,0.3633984,-0.4638112,1.40236
34.44217,0.3642893,-0.4610815,1.397373
34.47645,0.366654,-0.4596543,1.392791
34.50868,0.3701107,-0.4584033,1.389197
34.54519,0.3716841,-0.4584058,1.387873
34.5776,0.3734509,-0.4591081,1.386877
34.60938,0.3742551,-0.4592368,1.386397
34.64179,0.3762466,-0.4608886,1.38596
34.67833,0.379349,-0.4634014,1.385122
34.71141,0.3810913,-0.4649502,1.383978
34.74029,0.3811291,-0.465219,1.383006
34.77621,0.3783576,-0.4631905,1.381926
34.80796,0.3745208,-0.460279,1.380965
34.84396,0.3693033,-0.4563255,1.378494
34.87452,0.3623857,-0.4513925,1.373294
34.90533,0.3555083,-0.4460296,1.36854
34.94049,0.3484432,-0.4399863,1.363561
34.97129,0.3432332,-0.4343113,1.360711
35.00588,0.3413586,-0.4309033,1.360486
35.03555,0.3400643,-0.4274836,1.360098
35.06974,0.3387895,-0.4237382,1.359988
35.10814,0.3381395,-0.4213155,1.359432
35.14338,0.3374777,-0.418904,1.358862
35.17265,0.3370945,-0.4170389,1.358242
35.20769,0.3370252,-0.4163297,1.357694
35.24284,0.3370927,-0.4145432,1.356458
35.27786,0.3372647,-0.4126021,1.354605
35.31174,0.3380273,-0.4111626,1.352274
35.34487,0.3387771,-0.409725,1.349965
35.37855,0.3392996,-0.4092412,1.348586
35.41132,0.3399065,-0.4098057,1.34819
35.44733,0.3401967,-0.4111679,1.348538
35.48082,0.340735,-0.4120002,1.348628
35.51473,0.3412669,-0.4127765,1.348554
35.54501,0.3416851,-0.4125106,1.348059
35.58156,0.3420841,-0.4125118,1.347699
35.61609,0.3422358,-0.4130425,1.347589
35.65132,0.3423909,-0.413626,1.347654
35.68231,0.3424674,-0.4143576,1.347784
35.71792,0.3424686,-0.4143573,1.347773
35.75132,0.3424686,-0.4143574,1.347773
35.78216,0.3424687,-0.4143575,1.347773
